"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Gje1",6.56315063290665e-07,-0.752606684337838,0.007,0.032,0.0164662886228995
"Nop16",6.59070160325962e-07,0.220720557939854,0.096,0.157,0.0165354112524181
"Kcnrg",6.65114783373506e-07,3.23251417489891,0.022,0.005,0.0166870648000579
"Pak2",6.66249306855577e-07,0.384475887713533,0.334,0.432,0.0167155288596996
"Pcdh9",6.67984063824447e-07,-3.47877978845127,0.019,0.051,0.0167590521772915
"Tctn1",6.70507569986749e-07,0.270234148489802,0.076,0.132,0.0168223644233975
"Cend1",6.75386204925377e-07,1.4537526271325,0.101,0.058,0.0169447644953728
"Cdk9",6.7924124771311e-07,-0.327435612478747,0.17,0.239,0.0170414836638742
"Uap1l1",6.89802633038357e-07,0.556021958759126,0.123,0.192,0.0173064582602993
"Mir6956",6.90944132334602e-07,1.41570530849756,0.027,0.007,0.0173350973361428
"Shfm1",6.98985303370413e-07,-0.913079450536312,0.595,0.526,0.0175368422762603
"Prmt10",7.12221298649467e-07,1.6155488685458,0.066,0.032,0.0178689201618165
"Selt",7.16490019927622e-07,-0.87310261662741,0.158,0.213,0.0179760181099641
"Aqp7",7.29984600189979e-07,0.352138422395024,0.058,0.109,0.0183145836341664
"Creb3",7.30357538078947e-07,0.30754784529124,0.274,0.377,0.0183239402728627
"Gigyf1",7.34852516273181e-07,-0.375376476312139,0.275,0.2,0.0184367147807778
"A330069E16Rik",7.35533146155597e-07,4.4478440236968,0.019,0.003,0.0184537911038978
"Gm11539",7.46984875531625e-07,-0.46455562398118,0.017,0.049,0.0187411035422129
"Desi1",7.55816461055771e-07,0.22064047482237,0.091,0.149,0.0189626791914282
"Cpeb2",7.56847463060656e-07,-0.286987022940045,0.024,0.059,0.0189885460007288
"Snord104",7.5819135332204e-07,0.942027030175499,0.089,0.049,0.0190222628634967
"Zfp707",7.61881611642592e-07,-0.821507299454972,0.057,0.104,0.019114847754501
"Fam110d",7.66696944093163e-07,-2.56795589850761,0.002,0.022,0.0192356596303534
"Zfp182",7.66818096570782e-07,2.28894497508025,0.07,0.035,0.0192386992248644
"Slc26a2",7.6942856726244e-07,-0.234395039472324,0.055,0.102,0.0193041933240474
"Sestd1",7.7018795255197e-07,0.22500433597865,0.086,0.141,0.0193232455415764
"9130230L23Rik",7.72275318876164e-07,-0.701186546772403,0.005,0.028,0.0193756154752841
"Wipi1",7.72286659964942e-07,-0.329701542273128,0.171,0.241,0.0193759000118604
"Upp2",7.74009336711518e-07,-2.62429710176477,0.017,0.048,0.0194191202487553
"Otud1",7.74599940979688e-07,-0.659803697730926,0.111,0.17,0.0194339379192394
"Rab35",7.75425098191995e-07,-0.30628324529087,0.116,0.177,0.019454640288539
"Napa",7.75553416927109e-07,0.741491477263074,0.563,0.523,0.0194578596772842
"Nfkbil1",7.76271151425306e-07,-1.05055506866877,0.056,0.101,0.0194758669181095
